GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000197530	1	1550795	1565990	41	9	72785	-0.85557	0.80388	MIB2
ENSG00000248333	1	1570603	1590473	34	6	47031	0.78281	0.21687	CDK11B
ENSG00000189339	1	1592939	1624167	88	17	56114	0.66021	0.25456	SLC35E2B
ENSG00000008128	1	1634169	1655766	134	8	16743	2.1078	0.017525	CDK11A
ENSG00000215790	1	1656277	1677431	85	10	23364	1.0715	0.14196	SLC35E2
ENSG00000008130	1	1682671	1711896	80	11	67568	0.74024	0.22958	NADK
ENSG00000078369	1	1716729	1822495	179	23	68759	0.63589	0.26242	GNB1
ENSG00000169885	1	1846266	1848735	11	3	74219	1.7676	0.038562	CALML6
ENSG00000178821	1	1849029	1850712	6	2	74219	1.0526	0.14626	TMEM52
ENSG00000142609	1	1853396	1935276	416	30	57848	1.043	0.14847	C1orf222
ENSG00000187730	1	1950780	1962192	31	7	73721	0.56774	0.28511	GABRD
ENSG00000067606	1	1981909	2116834	478	34	63960	1.7145	0.043221	PRKCZ
ENSG00000162585	1	2115903	2144159	58	12	68353	1.1464	0.12582	C1orf86
ENSG00000269554	1	2121237	2123179	4	2	74219	0.52179	0.30091	AL590822.2
ENSG00000203301	1	2143360	2145620	8	4	59521	1.7751	0.037938	AL590822.1
ENSG00000157933	1	2160134	2241558	267	45	66920	0.97271	0.16535	SKI
ENSG00000116151	1	2252692	2323146	340	37	65947	0.022185	0.49115	MORN1
ENSG00000157916	1	2323267	2336883	39	11	66682	-1.1217	0.869	RER1
ENSG00000157911	1	2336236	2345236	26	8	74219	-0.47297	0.68188	PEX10
ENSG00000149527	1	2357419	2436969	289	38	67272	-1.0248	0.84727	PLCH2
ENSG00000157881	1	2439972	2458039	49	9	63106	-0.032064	0.51279	PANK4
ENSG00000197921	1	2460184	2461684	3	2	74219	-1.0038	0.84227	HES5
ENSG00000157873	1	2487078	2496821	25	5	73602	-0.40115	0.65585	TNFRSF14
ENSG00000157870	1	2517930	2522908	11	4	74219	-0.47969	0.68428	FAM213B
ENSG00000142606	1	2522078	2564481	170	9	67705	-1.0521	0.85361	MMEL1
ENSG00000215912	1	2567415	2718286	406	23	31007	0.29327	0.38466	TTC34
ENSG00000169717	1	2938046	2939465	5	2	50702	-1.0037	0.84223	ACTRT2
ENSG00000142611	1	2985732	3355185	1610	162	64993	-0.27328	0.60768	PRDM16
ENSG00000130762	1	3370990	3397677	102	12	68153	-0.29903	0.61754	ARHGEF16
ENSG00000162591	1	3406484	3528059	593	82	65250	-0.017184	0.50685	MEGF6
ENSG00000158109	1	3541566	3546691	12	4	74219	-0.64925	0.74191	TPRG1L
ENSG00000116213	1	3547331	3569325	59	15	52297	-1.0102	0.8438	WRAP73
ENSG00000078900	1	3569084	3652765	349	59	66108	-0.068018	0.52711	TP73
ENSG00000162592	1	3668962	3688209	78	17	64581	0.94572	0.17214	CCDC27
ENSG00000235169	1	3689352	3692546	13	5	60652	-1.2869	0.90093	SMIM1
ENSG00000130764	1	3696784	3713068	87	17	70486	-1.423	0.92263	LRRC47
ENSG00000116198	1	3728645	3773778	313	17	69702	0.37923	0.35226	CEP104
ENSG00000169598	1	3773845	3801993	176	23	70369	0.40738	0.34186	DFFB
ENSG00000198912	1	3805689	3816857	50	10	68281	0.43232	0.33275	C1orf174
ENSG00000196581	1	4714792	4852594	717	85	71772	0.46611	0.32057	AJAP1
ENSG00000131697	1	5922871	6052533	422	20	70868	0.24327	0.4039	NPHP4
ENSG00000069424	1	6051526	6161253	375	53	63972	0.64247	0.26028	KCNAB2
ENSG00000268332	1	6100630	6101399	4	2	74219	0.42542	0.33527	AL035406.1
ENSG00000116254	1	6161853	6240183	322	33	66724	0.067483	0.4731	CHD5
ENSG00000116251	1	6241329	6269449	71	13	71518	-0.29985	0.61785	RPL22
ENSG00000158286	1	6265535	6281359	40	5	69424	0.46163	0.32217	RNF207
ENSG00000116237	1	6281253	6296032	33	6	71035	1.2376	0.10792	ICMT
ENSG00000173673	1	6304252	6305638	5	2	62461	0.053817	0.47854	HES3
ENSG00000158292	1	6307406	6321035	38	3	73407	-1.4761	0.93004	GPR153
ENSG00000097021	1	6324329	6454451	461	29	67167	-0.99302	0.83965	ACOT7
ENSG00000069812	1	6472478	6484730	45	9	71263	-0.7996	0.78803	HES2
ENSG00000187017	1	6484848	6521430	117	13	72818	-0.77699	0.78142	ESPN
ENSG00000215788	1	6521211	6526255	15	6	65352	0.92375	0.17781	TNFRSF25
ENSG00000171680	1	6526152	6580121	148	25	70833	1.4654	0.071409	PLEKHG5
ENSG00000162408	1	6581407	6614595	120	4	65633	0.66149	0.25415	NOL9
ENSG00000173662	1	6615241	6639817	55	10	57904	0.027552	0.48901	TAS1R1
ENSG00000204859	1	6640061	6649340	13	5	60652	2.0802	0.018752	ZBTB48
ENSG00000162413	1	6650784	6674667	47	11	73234	0.41523	0.33899	KLHL21
ENSG00000116273	1	6673745	6684093	23	5	70992	0.14073	0.44404	PHF13
ENSG00000041988	1	6684926	6695646	32	6	71900	-0.3393	0.63281	THAP3
ENSG00000007923	1	6694228	6761984	159	19	68733	0.79414	0.21356	DNAJC11
ENSG00000171735	1	6845384	7829766	3080	220	68509	-1.0209	0.84635	CAMTA1
ENSG00000049245	1	7831329	7841492	36	9	72586	0.038841	0.48451	VAMP3
ENSG00000049246	1	7844380	7905237	240	28	69926	-0.2382	0.59414	PER3
ENSG00000049247	1	7903143	7913572	43	13	67383	-0.56354	0.71347	UTS2
ENSG00000049249	1	7979907	8000926	45	7	69614	0.081866	0.46738	TNFRSF9
ENSG00000116288	1	8014351	8045565	67	11	65861	0.46135	0.32227	PARK7
ENSG00000116285	1	8064464	8086368	33	6	71970	0.76723	0.22147	ERRFI1
ENSG00000162426	1	8377886	8404227	89	14	70255	2.5005	0.0062013	SLC45A1
ENSG00000142599	1	8412457	8877702	785	28	67299	4.222	1.2109e-05	RERE
ENSG00000074800	1	8921061	8939308	30	6	68340	2.5753	0.005008	ENO1
ENSG00000131686	1	9005926	9035151	133	28	70009	1.4105	0.079194	CA6
ENSG00000197241	1	9063359	9086404	82	20	66826	-1.4555	0.92724	SLC2A7
ENSG00000142583	1	9095166	9148537	212	27	65040	-1.0008	0.84154	SLC2A5
ENSG00000180758	1	9160364	9189229	88	12	66169	0.061653	0.47542	GPR157
ENSG00000049239	1	9294834	9331396	112	20	68419	-0.97981	0.83641	H6PD
ENSG00000171621	1	9352939	9429591	372	54	69112	0.16528	0.43436	SPSB1
ENSG00000171612	1	9599541	9645237	73	12	68713	0.37851	0.35252	SLC25A33
ENSG00000188807	1	9648932	9674935	44	8	65851	0.38838	0.34887	TMEM201
ENSG00000171608	1	9711790	9789172	151	30	70491	-0.15677	0.56229	PIK3CD
ENSG00000179840	1	9712668	9714644	4	1	74219	0.61215	0.27022	C1orf200
ENSG00000171603	1	9789084	9884584	145	18	67904	-0.4234	0.664	CLSTN1
ENSG00000178585	1	9908334	9970394	83	15	71130	0.18351	0.4272	CTNNBIP1
ENSG00000162441	1	9982173	10003465	52	10	67973	0.97388	0.16506	LZIC
ENSG00000173614	1	10003486	10045559	86	12	71989	-0.22578	0.58931	NMNAT1
ENSG00000162444	1	10057264	10076078	44	6	68524	-2.0692	0.98074	RBP7
ENSG00000130939	1	10092890	10241297	360	22	68953	-0.33804	0.63233	UBE4B
ENSG00000054523	1	10270863	10441661	574	17	71250	1.5722	0.057956	KIF1B
ENSG00000142657	1	10458649	10480201	56	9	69968	2.1893	0.014286	PGD
ENSG00000175279	1	10490159	10512210	66	8	59265	0.38324	0.35077	APITD1
ENSG00000251503	1	10490159	10512210	66	8	59265	0.38324	0.35077	APITD1-CORT
ENSG00000241563	1	10509776	10511959	4	2	44823	1.3498	0.08854	CORT
ENSG00000160049	1	10516579	10532583	25	7	54788	-1.396	0.91865	DFFA
ENSG00000142655	1	10532345	10690815	431	31	67170	-1.0801	0.85996	PEX14
ENSG00000130940	1	10696661	10856707	495	91	69707	-0.11965	0.54762	CASZ1
ENSG00000175262	1	11006528	11042094	133	18	71009	-0.94293	0.82714	C1orf127
ENSG00000120948	1	11072414	11085796	24	4	71127	0.88341	0.18851	TARDBP
ENSG00000009724	1	11086580	11107290	70	10	66398	0.65646	0.25576	MASP2
ENSG00000116649	1	11114641	11120081	9	3	67687	0.41794	0.33799	SRM
ENSG00000171824	1	11126675	11159938	110	7	70171	0.46645	0.32045	EXOSC10
ENSG00000198793	1	11166592	11322564	348	11	71117	0.72476	0.2343	MTOR
ENSG00000171819	1	11249398	11256038	14	2	74219	-0.70279	0.75891	ANGPTL7
ENSG00000120942	1	11333263	11356106	39	6	71129	1.4805	0.069377	UBIAD1
ENSG00000204624	1	11539223	11597641	156	15	69678	0.11072	0.45592	PTCHD2
ENSG00000116661	1	11708424	11715842	26	14	71958	-0.46203	0.67797	FBXO2
ENSG00000132879	1	11714432	11723384	27	8	67115	0.024649	0.49017	FBXO44
ENSG00000116663	1	11724181	11734411	44	11	67187	-0.2723	0.60731	FBXO6
ENSG00000116670	1	11734537	11751707	69	14	71439	0.32974	0.3708	MAD2L2
ENSG00000162490	1	11751786	11785914	116	22	64323	0.46199	0.32204	DRAXIN
ENSG00000177674	1	11796141	11814859	64	11	68466	-0.25652	0.60123	AGTRAP
ENSG00000215910	1	11821844	11849642	166	12	70753	-0.3715	0.64487	C1orf167
ENSG00000177000	1	11845780	11866977	85	11	70579	-0.43282	0.66743	MTHFR
ENSG00000011021	1	11866207	11903201	211	16	70304	-0.043099	0.51719	CLCN6
ENSG00000175206	1	11905766	11908402	18	5	66830	-0.83822	0.79905	NPPA
ENSG00000116685	1	11979648	11986485	23	7	73548	-1.554	0.93991	KIAA2013
ENSG00000083444	1	11994262	12035595	128	15	70258	-0.79774	0.78749	PLOD1
ENSG00000116688	1	12040238	12073571	92	9	68300	0.41286	0.33986	MFN2
ENSG00000116691	1	12079523	12092102	24	5	68677	-0.13499	0.55369	MIIP
ENSG00000120949	1	12123434	12204264	234	44	69738	-0.84616	0.80127	TNFRSF8
ENSG00000028137	1	12227060	12269285	149	19	64730	-0.12012	0.54781	TNFRSF1B
ENSG00000048707	1	12290124	12572099	527	21	67045	-0.94214	0.82694	VPS13D
ENSG00000162496	1	12627939	12677737	181	34	68829	0.99361	0.16021	DHRS3
ENSG00000204518	1	12704566	12727097	59	7	68403	1.3418	0.089834	AADACL4
ENSG00000188984	1	12776118	12788726	45	7	63934	0.29918	0.3824	AADACL3
ENSG00000157330	1	12806163	12823847	54	11	66042	0.11378	0.45471	C1orf158
ENSG00000116726	1	12834984	12838049	13	4	48047	1.2784	0.10055	PRAMEF12
ENSG00000116721	1	12851546	12856777	23	5	17983	-0.73354	0.76838	PRAMEF1
ENSG00000204513	1	12884468	12891264	10	4	19764	0.063251	0.47478	PRAMEF11
ENSG00000179172	1	12907261	12908578	4	1	51808	-0.63489	0.73725	HNRNPCL1
ENSG00000120952	1	12916941	12921764	16	3	52772	0.4259	0.33509	PRAMEF2
ENSG00000243073	1	12939045	12946025	1	1	58792	1.4381	0.0752	PRAMEF4
ENSG00000204481	1	13668269	13673511	1	1	58792	1.8005	0.03589	PRAMEF14
ENSG00000204480	1	13694889	13698405	1	1	58792	-0.64242	0.7397	PRAMEF19
ENSG00000204479	1	13716092	13719089	9	3	62220	-1.0873	0.86156	PRAMEF17
ENSG00000204478	1	13736907	13747803	3	1	58792	0.69969	0.24206	PRAMEF20
ENSG00000162494	1	13801445	13840543	189	40	67563	1.711	0.043539	LRRC38
ENSG00000162493	1	13909960	13944452	116	27	68378	0.17647	0.42996	PDPN
ENSG00000116731	1	14026693	14151574	390	29	71429	1.1365	0.12787	PRDM2
ENSG00000189337	1	14925200	15444539	2069	199	69461	1.3487	0.088717	KAZN
ENSG00000171729	1	15479028	15546976	370	26	71309	0.74454	0.22827	TMEM51
ENSG00000204464	1	15490840	15497813	27	7	73648	1.4255	0.07701	C1orf195
ENSG00000142621	1	15573768	15726779	547	58	68266	-0.7465	0.77232	FHAD1
ENSG00000142634	1	15736391	15756839	71	21	68205	-0.54318	0.7065	EFHD2
ENSG00000162438	1	15764935	15775737	26	9	70771	-0.10223	0.54071	CTRC
ENSG00000142615	1	15783223	15798586	62	9	64239	0.18279	0.42748	CELA2A
ENSG00000215704	1	15792404	15817895	87	14	64082	0.56422	0.2863	CELA2B
ENSG00000132906	1	15817327	15853029	140	9	71259	0.47106	0.3188	CASP9
ENSG00000116138	1	15853308	15918874	230	14	70561	0.83395	0.20215	DNAJC16
ENSG00000116771	1	15898848	15911605	60	6	72002	0.79038	0.21465	AGMAT
ENSG00000197312	1	15943995	15995539	125	7	70433	1.1777	0.11945	DDI2
ENSG00000215695	1	15986364	15988217	3	2	74219	0.97839	0.16394	RSC1A1
ENSG00000116786	1	16010827	16061264	155	13	69748	0.93037	0.17609	PLEKHM2
ENSG00000162461	1	16062900	16067891	6	3	74219	0.9239	0.17777	SLC25A34
ENSG00000162460	1	16068917	16074477	17	4	56927	-1.2086	0.88659	TMEM82
ENSG00000162458	1	16083102	16113089	70	12	70419	-0.83453	0.79801	FBLIM1
ENSG00000065526	1	16174359	16266955	150	18	70094	-0.25623	0.60111	SPEN
ENSG00000116809	1	16268364	16302627	58	13	68353	-0.39008	0.65176	ZBTB17
ENSG00000183888	1	16330731	16335302	19	7	69501	1.6791	0.046562	C1orf64
ENSG00000173641	1	16340523	16346089	46	5	70385	0.80327	0.21091	HSPB7
ENSG00000186510	1	16345370	16360545	92	13	64466	0.39845	0.34515	CLCNKA
ENSG00000184908	1	16370272	16383803	131	14	61204	1.6973	0.044824	CLCNKB
ENSG00000185519	1	16384264	16400127	102	14	47402	1.6874	0.045762	FAM131C
ENSG00000142627	1	16450832	16482582	65	16	67843	0.73232	0.23199	EPHA2
ENSG00000142632	1	16524349	16539104	54	5	68490	0.059032	0.47646	ARHGEF19
ENSG00000204377	1	16555368	16556038	3	1	74219	-0.35656	0.63929	C1orf134
ENSG00000132881	1	16558195	16563657	14	5	70020	1.0763	0.1409	RSG1
ENSG00000037637	1	16573334	16678949	245	16	68967	0.67933	0.24847	FBXO42
ENSG00000055070	1	16679070	16724640	104	12	71633	0.51984	0.30159	SZRD1
ENSG00000187144	1	16713612	16763919	136	21	72468	1.1717	0.12066	SPATA21
ENSG00000157191	1	16767167	16786573	46	11	69043	1.1678	0.12145	NECAP2
ENSG00000219481	1	16888814	16940057	6	4	58792	-0.59308	0.72344	NBPF1
ENSG00000058453	1	17066768	17299474	328	26	38046	0.4986	0.30903	CROCC
ENSG00000117122	1	17300997	17307330	18	4	66830	-0.014688	0.50586	MFAP2
ENSG00000159363	1	17312453	17338423	56	11	71293	0.041441	0.48347	ATP13A2
ENSG00000117118	1	17345217	17380665	125	13	71721	-0.48355	0.68565	SDHB
ENSG00000117115	1	17393256	17445948	267	15	72226	-0.26651	0.60508	PADI2
ENSG00000142623	1	17531621	17572500	184	49	68452	-1.2167	0.88814	PADI1
ENSG00000142619	1	17575593	17610728	173	25	71734	-1.2343	0.89145	PADI3
ENSG00000159339	1	17634690	17690499	343	29	66191	-1.1973	0.88441	PADI4
ENSG00000269468	1	17655507	17676070	156	13	72693	-2.4805	0.99344	AC004824.2
ENSG00000179051	1	17733256	17766220	76	11	69172	-1.6212	0.94752	RCC2
ENSG00000074964	1	17866330	18024369	431	49	70294	0.77524	0.2191	ARHGEF10L
ENSG00000117148	1	18081808	18153558	221	25	73072	-0.84908	0.80208	ACTL8
ENSG00000117154	1	18434240	18704977	1090	129	69601	-0.28268	0.61129	IGSF21
ENSG00000179023	1	18807424	18812478	26	6	74219	0.537	0.29564	KLHDC7A
ENSG00000009709	1	18957500	19075360	414	69	68794	-1.7769	0.96221	PAX7
ENSG00000179002	1	19166093	19186176	107	19	72426	-0.68855	0.75445	TAS1R2
ENSG00000255275	1	19175767	19247615	347	41	70866	-0.42496	0.66457	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	143	20	70108	-0.0012107	0.50048	ALDH4A1
ENSG00000169991	1	19230775	19283180	176	33	69613	-0.21543	0.58528	IFFO2
ENSG00000127481	1	19401000	19536770	278	18	71126	-0.049297	0.51966	UBR4
ENSG00000127463	1	19542158	19578046	107	13	72976	-1.0182	0.8457	EMC1
ENSG00000053372	1	19578033	19586622	53	8	72000	-0.86857	0.80746	MRTO4
ENSG00000162482	1	19609052	19615744	30	5	56581	-0.16585	0.56586	AKR7A3
ENSG00000053371	1	19630459	19638640	25	9	74219	-0.97188	0.83444	AKR7A2
ENSG00000040487	1	19638820	19655794	88	12	70703	-0.29795	0.61713	PQLC2
ENSG00000077549	1	19665267	19812066	547	23	70905	0.16031	0.43632	CAPZB
ENSG00000270136	1	19923473	19984549	196	32	69405	-0.22883	0.5905	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	78	13	73070	-0.24416	0.59645	MINOS1
ENSG00000158747	1	19967048	19984945	78	23	64976	0.019505	0.49222	NBL1
ENSG00000158748	1	19991780	20006055	43	8	74219	1.1592	0.12319	HTR6
ENSG00000162542	1	20008706	20126438	428	57	70519	1.1759	0.11981	TMCO4
ENSG00000178828	1	20140523	20141771	6	4	74219	-0.079037	0.5315	RNF186
ENSG00000169914	1	20209006	20239438	80	14	70545	0.83667	0.20139	OTUD3
ENSG00000188784	1	20246502	20250110	17	5	74219	-0.62451	0.73385	PLA2G2E
ENSG00000188257	1	20301925	20306932	14	6	74219	0.11775	0.45313	PLA2G2A
ENSG00000127472	1	20354672	20417683	211	24	72401	-0.83829	0.79907	PLA2G5
ENSG00000117215	1	20438432	20446050	25	10	71250	1.0116	0.15587	PLA2G2D
ENSG00000158786	1	20465819	20476879	26	12	73032	-1.2745	0.89876	PLA2G2F
ENSG00000187980	1	20487746	20503917	56	12	69744	-2.203	0.9862	PLA2G2C
ENSG00000162543	1	20512578	20522541	10	4	72676	1.4635	0.071663	UBXN10
ENSG00000158816	1	20617412	20681387	258	24	71809	0.47927	0.31587	VWA5B1
ENSG00000162545	1	20808884	20812713	4	2	74219	0.10144	0.4596	CAMK2N1
ENSG00000090432	1	20825943	20834654	25	8	71867	0.56383	0.28644	MUL1
ENSG00000183114	1	20878932	20881512	3	1	74219	0.70851	0.23931	FAM43B
ENSG00000158825	1	20915441	20945401	141	22	66385	0.45527	0.32446	CDA
ENSG00000158828	1	20959948	20978004	77	11	69800	0.51512	0.30324	PINK1
ENSG00000244038	1	20978270	20988000	34	7	66849	1.2937	0.097893	DDOST
ENSG00000117245	1	20990507	21044510	225	46	70287	2.4928	0.0063364	KIF17
ENSG00000189410	1	21046225	21059330	38	10	71860	1.413	0.078825	SH2D5
ENSG00000127483	1	21069154	21113816	112	18	68918	1.5648	0.058818	HP1BP3
ENSG00000075151	1	21132963	21503377	806	29	67783	1.7685	0.038487	EIF4G3
ENSG00000117298	1	21543740	21671997	363	37	71842	1.3754	0.084499	ECE1
ENSG00000142794	1	21766621	21811498	194	16	60040	-1.6971	0.95516	NBPF3
ENSG00000162551	1	21835858	21904905	324	30	71345	0.19501	0.42269	ALPL
ENSG00000076864	1	21922708	21995801	283	41	71705	1.2067	0.11378	RAP1GAP
ENSG00000090686	1	22004791	22110099	365	30	69777	1.245	0.10657	USP48
ENSG00000187942	1	22138758	22151714	46	18	68436	-0.28257	0.61125	LDLRAD2
ENSG00000142798	1	22148738	22263790	396	40	68774	0.9273	0.17689	HSPG2
ENSG00000219073	1	22303514	22325135	242	25	46512	-0.19475	0.57721	CELA3B
ENSG00000142789	1	22328149	22339032	97	16	24648	-0.85018	0.80239	CELA3A
ENSG00000070831	1	22379120	22419437	106	15	70309	-1.1789	0.88079	CDC42
ENSG00000162552	1	22443798	22470462	95	17	71713	-2.5077	0.99392	WNT4
ENSG00000184677	1	22778344	22857650	156	19	69838	0.23539	0.40695	ZBTB40
ENSG00000070886	1	22890057	22930087	181	26	64373	-0.76306	0.77729	EPHA8
ENSG00000173372	1	22962999	22966101	6	3	74219	-0.55318	0.70993	C1QA
ENSG00000159189	1	22970123	22974603	22	4	74219	-1.0081	0.8433	C1QC
ENSG00000173369	1	22979255	22988031	27	6	69293	-0.35451	0.63852	C1QB
ENSG00000133216	1	23037332	23241818	502	64	69098	-0.92209	0.82176	EPHB2
ENSG00000215906	1	23279536	23291831	39	10	73823	-1.2859	0.90077	LACTBL1
ENSG00000227868	1	23337327	23342343	9	3	74219	-0.94934	0.82878	C1orf234
ENSG00000004487	1	23345941	23410182	83	11	73139	-0.63079	0.73591	KDM1A
ENSG00000169641	1	23410516	23504301	184	21	70756	-2.3382	0.99031	LUZP1
ENSG00000179546	1	23516993	23521222	9	2	74219	-3.1085	0.99906	HTR1D
ENSG00000125944	1	23630264	23670829	38	6	69578	-1.266	0.89724	HNRNPR
ENSG00000125945	1	23685941	23695935	27	5	74219	-0.56797	0.71497	ZNF436
ENSG00000249087	1	23695490	23698332	3	2	74219	-0.63378	0.73689	C1orf213
ENSG00000204219	1	23707554	23751233	130	20	70460	0.6384	0.26161	TCEA3
ENSG00000088280	1	23755056	23811061	126	15	70930	0.13568	0.44604	ASAP3
ENSG00000007968	1	23832922	23857712	56	8	66818	-0.88266	0.81129	E2F2
ENSG00000117318	1	23884409	23886285	9	4	72505	-0.28067	0.61052	ID3
ENSG00000197880	1	23907985	23967058	126	30	68008	-0.6729	0.74949	MDS2
ENSG00000142676	1	24018269	24022915	12	4	44823	-0.22561	0.58925	RPL11
ENSG00000011007	1	24069645	24088549	21	9	68620	1.6793	0.046544	TCEB3
ENSG00000057757	1	24104895	24114722	11	5	56782	1.1182	0.13174	PITHD1
ENSG00000011009	1	24117460	24122029	3	1	74219	0.71069	0.23864	LYPLA2
ENSG00000117308	1	24122089	24127271	2	1	44823	0.37096	0.35533	GALE
ENSG00000117305	1	24128375	24165110	54	6	65741	0.33817	0.36762	HMGCL
ENSG00000179163	1	24171567	24194784	54	7	61957	1.2537	0.10498	FUCA1
ENSG00000188822	1	24197016	24285549	251	17	67058	1.9508	0.025539	CNR2
ENSG00000189266	1	24285599	24289952	6	2	71648	-0.25803	0.60181	PNRC2
ENSG00000188529	1	24291294	24307417	13	5	53756	-0.8865	0.81233	SRSF10
ENSG00000142661	1	24382525	24438665	201	22	68724	-0.66561	0.74717	MYOM3
ENSG00000142677	1	24446261	24469611	69	14	71844	1.3016	0.096524	IL22RA1
ENSG00000185436	1	24480647	24514449	141	20	70555	-0.072431	0.52887	IFNLR1
ENSG00000158055	1	24645812	24690972	102	22	70033	-0.80241	0.78884	GRHL3
ENSG00000001460	1	24683489	24743424	164	17	71521	-1.0593	0.85527	STPG1
ENSG00000001461	1	24742284	24799466	170	16	72745	-0.69432	0.75626	NIPAL3
ENSG00000117602	1	24829387	24867530	123	16	70748	0.64888	0.25821	RCAN3
ENSG00000184454	1	24882602	24935819	243	31	69432	-0.45767	0.67641	NCMAP
ENSG00000133226	1	24958207	24999758	48	9	71127	1.1389	0.12737	SRRM1
ENSG00000169504	1	25071848	25170815	112	13	66818	1.284	0.099578	CLIC4
ENSG00000020633	1	25226002	25291612	144	29	66937	-0.055133	0.52198	RUNX3
ENSG00000117614	1	25549170	25558993	7	5	72015	-1.8629	0.96876	SYF2
ENSG00000117616	1	25568728	25664704	116	20	25431	-0.53506	0.7037	C1orf63
ENSG00000187010	1	25598884	25656936	74	13	15427	-0.084215	0.53356	RHD
ENSG00000183726	1	25664408	25688852	29	8	71660	-1.6224	0.94764	TMEM50A
ENSG00000188672	1	25688740	25756683	106	6	62517	-2.4838	0.9935	RHCE
ENSG00000204178	1	25757388	25826700	111	5	69400	-1.6619	0.95173	TMEM57
ENSG00000157978	1	25870071	25895377	78	12	73428	-0.36378	0.64199	LDLRAP1
ENSG00000117643	1	25943959	26112698	302	26	70143	0.37916	0.35229	MAN1C1
ENSG00000162430	1	26126667	26144713	50	5	65371	2.6809	0.0036709	SEPN1
ENSG00000255054	1	26137961	26150235	36	4	68891	2.5332	0.0056517	RP1-317E23.6
ENSG00000117640	1	26145131	26159432	35	3	70419	2.4991	0.0062252	MTFR1L
ENSG00000223474	1	26145212	26147288	7	3	65820	2.4179	0.0078054	AL020996.1
ENSG00000127423	1	26158414	26185903	72	4	68891	2.4916	0.0063578	AUNIP
