GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000175756	1	1309110	1310875	6	3	275488	1.2507	0.10552	AURKAIP1
ENSG00000221978	1	1321091	1334708	20	6	275488	1.2262	0.11007	CCNL2
ENSG00000224870	1	1334902	1337426	9	3	275488	-0.01497	0.50597	RP4-758J18.2
ENSG00000242485	1	1337288	1342693	13	5	275488	0.75401	0.22542	MRPL20
ENSG00000235098	1	1353800	1357149	8	2	275488	0.86499	0.19352	ANKRD65
ENSG00000205116	1	1361508	1363167	9	3	275488	1.9094	0.028107	TMEM88B
ENSG00000179403	1	1370241	1378262	17	4	275488	2.874	0.0020264	VWA1
ENSG00000215915	1	1385069	1405538	44	6	275488	3.4691	0.00026113	ATAD3C
ENSG00000160072	1	1407143	1433228	33	7	275488	3.4315	0.00030011	ATAD3B
ENSG00000197785	1	1447531	1470067	61	8	275488	4.0057	3.0916e-05	ATAD3A
ENSG00000205090	1	1470554	1475833	11	4	275488	1.5679	0.058448	TMEM240
ENSG00000160075	1	1477053	1510249	88	9	275488	1.8107	0.035096	SSU72
ENSG00000215014	1	1510355	1511373	6	2	275488	1.3723	0.084993	AL645728.1
ENSG00000228594	1	1533392	1535476	2	1	275488	-0.34639	0.63548	C1orf233
ENSG00000197530	1	1550795	1565990	40	8	275488	0.26262	0.39642	MIB2
ENSG00000248333	1	1570603	1590473	23	5	275488	1.1253	0.13023	CDK11B
ENSG00000189339	1	1592939	1624167	63	15	275488	0.76052	0.22347	SLC35E2B
ENSG00000008128	1	1634169	1655766	3	1	275488	-0.28513	0.61223	CDK11A
ENSG00000215790	1	1656277	1677431	12	5	275488	0.23874	0.40566	SLC35E2
ENSG00000008130	1	1682671	1711896	72	10	275488	-0.19209	0.57617	NADK
ENSG00000078369	1	1716729	1822495	165	22	275488	-0.051602	0.52058	GNB1
ENSG00000169885	1	1846266	1848735	11	3	275488	0.86016	0.19485	CALML6
ENSG00000178821	1	1849029	1850712	6	2	275488	0.0571	0.47723	TMEM52
ENSG00000142609	1	1853396	1935276	302	26	275488	0.49236	0.31123	C1orf222
ENSG00000187730	1	1950780	1962192	31	7	275488	1.1424	0.12665	GABRD
ENSG00000067606	1	1981909	2116834	398	30	275488	1.864	0.03116	PRKCZ
ENSG00000162585	1	2115903	2144159	53	12	275488	2.1206	0.016979	C1orf86
ENSG00000269554	1	2121237	2123179	4	2	275488	0.54044	0.29445	AL590822.2
ENSG00000203301	1	2143360	2145620	6	3	275488	1.9429	0.026011	AL590822.1
ENSG00000157933	1	2160134	2241558	237	42	275488	1.7789	0.037626	SKI
ENSG00000116151	1	2252692	2323146	294	35	275488	-0.79307	0.78613	MORN1
ENSG00000157916	1	2323267	2336883	34	10	275488	-0.14212	0.55651	RER1
ENSG00000157911	1	2336236	2345236	26	8	275488	0.042539	0.48303	PEX10
ENSG00000149527	1	2357419	2436969	258	34	275488	-0.27974	0.61016	PLCH2
ENSG00000157881	1	2439972	2458039	40	6	275488	-1.0934	0.86289	PANK4
ENSG00000197921	1	2460184	2461684	3	2	275488	-2.0365	0.97915	HES5
ENSG00000157873	1	2487078	2496821	25	5	275488	0.049221	0.48037	TNFRSF14
ENSG00000157870	1	2517930	2522908	11	4	275488	0.54783	0.2919	FAM213B
ENSG00000142606	1	2522078	2564481	153	10	275488	-0.36952	0.64413	MMEL1
ENSG00000215912	1	2567415	2718286	111	12	275488	0.89026	0.18666	TTC34
ENSG00000169717	1	2938046	2939465	3	1	275488	-0.012542	0.505	ACTRT2
ENSG00000142611	1	2985732	3355185	1371	162	275488	1.091	0.13764	PRDM16
ENSG00000130762	1	3370990	3397677	92	12	275488	-1.339	0.90971	ARHGEF16
ENSG00000162591	1	3406484	3528059	507	71	275488	-0.80195	0.78871	MEGF6
ENSG00000158109	1	3541566	3546691	12	4	275488	-0.97038	0.83407	TPRG1L
ENSG00000116213	1	3547331	3569325	37	10	275488	-1.041	0.85107	WRAP73
ENSG00000078900	1	3569084	3652765	304	52	275488	-0.21279	0.58426	TP73
ENSG00000162592	1	3668962	3688209	66	15	275488	1.1554	0.12396	CCDC27
ENSG00000235169	1	3689352	3692546	10	4	275488	-0.85083	0.80257	SMIM1
ENSG00000130764	1	3696784	3713068	82	15	275488	-1.3084	0.90463	LRRC47
ENSG00000116198	1	3728645	3773778	290	15	275488	-0.21379	0.58464	CEP104
ENSG00000169598	1	3773845	3801993	165	23	275488	-1.9442	0.97406	DFFB
ENSG00000198912	1	3805689	3816857	46	9	275488	-0.96214	0.83201	C1orf174
ENSG00000196581	1	4714792	4852594	689	81	275488	0.12442	0.45049	AJAP1
ENSG00000131697	1	5922871	6052533	399	19	275488	-0.27165	0.60705	NPHP4
ENSG00000069424	1	6051526	6161253	312	48	275488	0.93926	0.1738	KCNAB2
ENSG00000268332	1	6100630	6101399	4	2	275488	0.61587	0.26899	AL035406.1
ENSG00000116254	1	6161853	6240183	282	30	275488	0.19046	0.42447	CHD5
ENSG00000116251	1	6241329	6269449	68	13	275488	-0.31222	0.62257	RPL22
ENSG00000158286	1	6265535	6281359	37	5	275488	0.22277	0.41186	RNF207
ENSG00000116237	1	6281253	6296032	32	6	275488	1.1257	0.13015	ICMT
ENSG00000173673	1	6304252	6305638	4	2	275488	0.13626	0.44581	HES3
ENSG00000158292	1	6307406	6321035	38	3	275488	-2.0142	0.978	GPR153
ENSG00000097021	1	6324329	6454451	412	26	275488	-1.7772	0.96223	ACOT7
ENSG00000069812	1	6472478	6484730	43	8	275488	-0.62583	0.73429	HES2
ENSG00000187017	1	6484848	6521430	115	13	275488	-0.65159	0.74267	ESPN
ENSG00000215788	1	6521211	6526255	13	5	275488	-0.072652	0.52896	TNFRSF25
ENSG00000171680	1	6526152	6580121	140	24	275488	2.106	0.017603	PLEKHG5
ENSG00000162408	1	6581407	6614595	103	3	275488	1.3844	0.083124	NOL9
ENSG00000173662	1	6615241	6639817	40	7	275488	1.117	0.132	TAS1R1
ENSG00000204859	1	6640061	6649340	10	4	275488	0.93144	0.17581	ZBTB48
ENSG00000162413	1	6650784	6674667	47	11	275488	-0.74779	0.77271	KLHL21
ENSG00000116273	1	6673745	6684093	22	5	275488	-0.93358	0.82474	PHF13
ENSG00000041988	1	6684926	6695646	31	6	275488	-0.6127	0.72996	THAP3
ENSG00000007923	1	6694228	6761984	146	18	275488	0.66966	0.25154	DNAJC11
ENSG00000171735	1	6845384	7829766	2816	206	275488	-1.0696	0.8576	CAMTA1
ENSG00000049245	1	7831329	7841492	35	9	275488	0.96302	0.16777	VAMP3
ENSG00000049246	1	7844380	7905237	223	26	275488	0.38941	0.34849	PER3
ENSG00000049247	1	7903143	7913572	38	12	275488	0.014952	0.49404	UTS2
ENSG00000049249	1	7979907	8000926	42	6	275488	-0.70302	0.75898	TNFRSF9
ENSG00000116288	1	8014351	8045565	58	10	275488	0.51864	0.30201	PARK7
ENSG00000116285	1	8064464	8086368	32	6	275488	0.69973	0.24205	ERRFI1
ENSG00000162426	1	8377886	8404227	83	13	275488	2.2747	0.011461	SLC45A1
ENSG00000142599	1	8412457	8877702	701	26	275488	3.2886	0.0005034	RERE
ENSG00000074800	1	8921061	8939308	27	5	275488	1.823	0.034153	ENO1
ENSG00000131686	1	9005926	9035151	124	25	275488	0.91463	0.18019	CA6
ENSG00000197241	1	9063359	9086404	73	20	275488	-2.0975	0.98202	SLC2A7
ENSG00000142583	1	9095166	9148537	181	25	275488	-0.95381	0.82991	SLC2A5
ENSG00000180758	1	9160364	9189229	77	11	275488	0.2723	0.39269	GPR157
ENSG00000049239	1	9294834	9331396	102	19	275488	-1.6236	0.94776	H6PD
ENSG00000171621	1	9352939	9429591	341	47	275488	-0.061996	0.52472	SPSB1
ENSG00000171612	1	9599541	9645237	68	11	275488	0.64326	0.26003	SLC25A33
ENSG00000188807	1	9648932	9674935	38	7	275488	0.99303	0.16035	TMEM201
ENSG00000171608	1	9711790	9789172	143	29	275488	1.448	0.073809	PIK3CD
ENSG00000179840	1	9712668	9714644	4	1	275488	1.8822	0.029904	C1orf200
ENSG00000171603	1	9789084	9884584	131	16	275488	0.32009	0.37445	CLSTN1
ENSG00000178585	1	9908334	9970394	81	15	275488	-0.38639	0.6504	CTNNBIP1
ENSG00000162441	1	9982173	10003465	47	10	275488	0.79881	0.2122	LZIC
ENSG00000173614	1	10003486	10045559	83	12	275488	-0.13271	0.55279	NMNAT1
ENSG00000162444	1	10057264	10076078	40	5	275488	-1.538	0.93797	RBP7
ENSG00000130939	1	10092890	10241297	333	19	275488	-0.33018	0.62937	UBE4B
ENSG00000054523	1	10270863	10441661	550	16	275488	1.2676	0.10247	KIF1B
ENSG00000142657	1	10458649	10480201	53	9	275488	2.0508	0.020143	PGD
ENSG00000175279	1	10490159	10512210	50	7	275488	0.73153	0.23223	APITD1
ENSG00000251503	1	10490159	10512210	50	7	275488	0.73153	0.23223	APITD1-CORT
ENSG00000241563	1	10509776	10511959	2	1	275488	0.62581	0.26572	CORT
ENSG00000160049	1	10516579	10532583	17	4	275488	-0.39101	0.65211	DFFA
ENSG00000142655	1	10532345	10690815	383	27	275488	-1.0867	0.86143	PEX14
ENSG00000130940	1	10696661	10856707	462	85	275488	0.2672	0.39466	CASZ1
ENSG00000175262	1	11006528	11042094	126	17	275488	-0.18914	0.57501	C1orf127
ENSG00000120948	1	11072414	11085796	23	4	275488	1.8636	0.031189	TARDBP
ENSG00000009724	1	11086580	11107290	62	9	275488	1.9172	0.027604	MASP2
ENSG00000116649	1	11114641	11120081	8	3	275488	1.05	0.14687	SRM
ENSG00000171824	1	11126675	11159938	104	7	275488	1.0303	0.15142	EXOSC10
ENSG00000198793	1	11166592	11322564	332	10	275488	1.5063	0.065993	MTOR
ENSG00000171819	1	11249398	11256038	14	2	275488	-0.31356	0.62307	ANGPTL7
ENSG00000120942	1	11333263	11356106	38	6	275488	1.5307	0.062927	UBIAD1
ENSG00000204624	1	11539223	11597641	145	14	275488	0.76156	0.22316	PTCHD2
ENSG00000116661	1	11708424	11715842	25	13	275488	-0.44575	0.67211	FBXO2
ENSG00000132879	1	11714432	11723384	24	7	275488	-0.31548	0.6238	FBXO44
ENSG00000116663	1	11724181	11734411	39	10	275488	-0.49144	0.68844	FBXO6
ENSG00000116670	1	11734537	11751707	66	13	275488	0.69318	0.2441	MAD2L2
ENSG00000162490	1	11751786	11785914	97	20	275488	0.78226	0.21703	DRAXIN
ENSG00000177674	1	11796141	11814859	58	9	275488	-1.844	0.96741	AGTRAP
ENSG00000215910	1	11821844	11849642	157	12	275488	-0.97201	0.83448	C1orf167
ENSG00000177000	1	11845780	11866977	80	11	275488	-1.3954	0.91855	MTHFR
ENSG00000011021	1	11866207	11903201	198	15	275488	-1.5167	0.93533	CLCN6
ENSG00000175206	1	11905766	11908402	16	5	275488	-1.3197	0.90653	NPPA
ENSG00000116685	1	11979648	11986485	23	7	275488	-1.3732	0.91516	KIAA2013
ENSG00000083444	1	11994262	12035595	122	14	275488	-0.88635	0.81229	PLOD1
ENSG00000116688	1	12040238	12073571	83	9	275488	-1.8089	0.96477	MFN2
ENSG00000116691	1	12079523	12092102	22	5	275488	-0.82239	0.79457	MIIP
ENSG00000120949	1	12123434	12204264	218	41	275488	-0.61212	0.72977	TNFRSF8
ENSG00000028137	1	12227060	12269285	126	17	275488	0.28357	0.38837	TNFRSF1B
ENSG00000048707	1	12290124	12572099	501	24	275488	-1.1572	0.8764	VPS13D
ENSG00000162496	1	12627939	12677737	177	33	275488	1.0136	0.15538	DHRS3
ENSG00000204518	1	12704566	12727097	55	6	275488	1.59	0.055923	AADACL4
ENSG00000188984	1	12776118	12788726	45	7	275488	0.28364	0.38834	AADACL3
ENSG00000157330	1	12806163	12823847	52	11	275488	-0.0087233	0.50348	C1orf158
ENSG00000116726	1	12834984	12838049	8	3	275488	0.63552	0.26254	PRAMEF12
ENSG00000116721	1	12851546	12856777	1	1	275488	-0.8006	0.78832	PRAMEF1
ENSG00000204513	1	12884468	12891264	1	1	275488	2.314	0.010333	PRAMEF11
ENSG00000179172	1	12907261	12908578	3	1	275488	-0.52921	0.70167	HNRNPCL1
ENSG00000120952	1	12916941	12921764	12	3	275488	0.7309	0.23242	PRAMEF2
ENSG00000243073	1	12939045	12946025	1	1	275488	1.4381	0.075204	PRAMEF4
ENSG00000204481	1	13668269	13673511	1	1	275488	1.8005	0.035888	PRAMEF14
ENSG00000204480	1	13694889	13698405	1	1	275488	-0.64255	0.73974	PRAMEF19
ENSG00000204479	1	13716092	13719089	9	3	275488	-1.8778	0.96979	PRAMEF17
ENSG00000204478	1	13736907	13747803	3	1	275488	0.6997	0.24206	PRAMEF20
ENSG00000162494	1	13801445	13840543	176	37	275488	1.4834	0.068985	LRRC38
ENSG00000162493	1	13909960	13944452	105	25	275488	0.025472	0.48984	PDPN
ENSG00000116731	1	14026693	14151574	377	28	275488	-0.17346	0.56885	PRDM2
ENSG00000189337	1	14925200	15444539	1916	195	275488	1.6885	0.045658	KAZN
ENSG00000171729	1	15479028	15546976	353	26	275488	0.58432	0.2795	TMEM51
ENSG00000204464	1	15490840	15497813	27	7	275488	0.59651	0.27542	C1orf195
ENSG00000142621	1	15573768	15726779	505	54	275488	0.035265	0.48593	FHAD1
ENSG00000142634	1	15736391	15756839	64	19	275488	0.48131	0.31515	EFHD2
ENSG00000162438	1	15764935	15775737	25	8	275488	-0.45652	0.67599	CTRC
ENSG00000142615	1	15783223	15798586	52	8	275488	-0.0059286	0.50237	CELA2A
ENSG00000215704	1	15792404	15817895	72	13	275488	0.25607	0.39895	CELA2B
ENSG00000132906	1	15817327	15853029	134	9	275488	-0.071732	0.52859	CASP9
ENSG00000116138	1	15853308	15918874	217	14	275488	0.48876	0.31251	DNAJC16
ENSG00000116771	1	15898848	15911605	58	6	275488	0.43726	0.33096	AGMAT
ENSG00000197312	1	15943995	15995539	118	7	275488	1.5537	0.060129	DDI2
ENSG00000215695	1	15986364	15988217	3	2	275488	0.8766	0.19035	RSC1A1
ENSG00000116786	1	16010827	16061264	144	13	275488	1.4865	0.068575	PLEKHM2
ENSG00000162461	1	16062900	16067891	6	3	275488	0.1711	0.43207	SLC25A34
ENSG00000162460	1	16068917	16074477	12	3	275488	-1.6445	0.94997	TMEM82
ENSG00000162458	1	16083102	16113089	66	12	275488	-0.47717	0.68338	FBLIM1
ENSG00000065526	1	16174359	16266955	140	17	275488	0.3912	0.34782	SPEN
ENSG00000116809	1	16268364	16302627	53	12	275488	0.32709	0.3718	ZBTB17
ENSG00000183888	1	16330731	16335302	18	6	275488	2.3165	0.010266	C1orf64
ENSG00000173641	1	16340523	16346089	43	5	275488	1.0635	0.14377	HSPB7
ENSG00000186510	1	16345370	16360545	77	11	275488	1.0348	0.15038	CLCNKA
ENSG00000184908	1	16370272	16383803	102	12	275488	1.6226	0.052338	CLCNKB
ENSG00000185519	1	16384264	16400127	56	7	275488	1.6652	0.047938	FAM131C
ENSG00000142627	1	16450832	16482582	59	13	275488	0.97435	0.16494	EPHA2
ENSG00000142632	1	16524349	16539104	49	5	275488	-0.38325	0.64923	ARHGEF19
ENSG00000204377	1	16555368	16556038	3	1	275488	-1.5483	0.93922	C1orf134
ENSG00000132881	1	16558195	16563657	13	5	275488	0.031553	0.48741	RSG1
ENSG00000037637	1	16573334	16678949	226	15	275488	-0.81894	0.79359	FBXO42
ENSG00000055070	1	16679070	16724640	101	12	275488	-0.28398	0.61179	SZRD1
ENSG00000187144	1	16713612	16763919	133	21	275488	0.536	0.29598	SPATA21
ENSG00000157191	1	16767167	16786573	43	10	275488	1.5125	0.065207	NECAP2
ENSG00000219481	1	16888814	16940057	6	4	275488	-0.59303	0.72342	NBPF1
ENSG00000058453	1	17066768	17299474	138	25	275488	-0.018353	0.50732	CROCC
ENSG00000117122	1	17300997	17307330	16	4	275488	-0.91862	0.82085	MFAP2
ENSG00000159363	1	17312453	17338423	54	11	275488	-1.4618	0.92811	ATP13A2
ENSG00000117118	1	17345217	17380665	121	12	275488	-1.2749	0.89882	SDHB
ENSG00000117115	1	17393256	17445948	259	15	275488	-0.59508	0.7241	PADI2
ENSG00000142623	1	17531621	17572500	167	44	275488	-1.7144	0.95677	PADI1
ENSG00000142619	1	17575593	17610728	167	24	275488	-1.2051	0.88592	PADI3
ENSG00000159339	1	17634690	17690499	298	23	275488	-1.4001	0.91925	PADI4
ENSG00000269468	1	17655507	17676070	153	13	275488	-1.9633	0.97519	AC004824.2
ENSG00000179051	1	17733256	17766220	70	10	275488	-0.52563	0.70043	RCC2
ENSG00000074964	1	17866330	18024369	408	50	275488	0.40609	0.34234	ARHGEF10L
ENSG00000117148	1	18081808	18153558	218	25	275488	-0.17856	0.57086	ACTL8
ENSG00000117154	1	18434240	18704977	1012	120	275488	0.8752	0.19073	IGSF21
ENSG00000179023	1	18807424	18812478	26	6	275488	-0.30585	0.62014	KLHDC7A
ENSG00000009709	1	18957500	19075360	380	60	275488	-1.9318	0.97331	PAX7
ENSG00000179002	1	19166093	19186176	104	18	275488	-0.92967	0.82373	TAS1R2
ENSG00000255275	1	19175767	19247615	328	38	275488	-2.2362	0.98733	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	133	19	275488	-3.0286	0.99877	ALDH4A1
ENSG00000169991	1	19230775	19283180	163	29	275488	-0.68753	0.75412	IFFO2
ENSG00000127481	1	19401000	19536770	266	17	275488	0.67809	0.24886	UBR4
ENSG00000127463	1	19542158	19578046	105	13	275488	0.027118	0.48918	EMC1
ENSG00000053372	1	19578033	19586622	51	8	275488	-0.39998	0.65541	MRTO4
ENSG00000162482	1	19609052	19615744	21	4	275488	-0.25523	0.60073	AKR7A3
ENSG00000053371	1	19630459	19638640	25	9	275488	-0.46925	0.68056	AKR7A2
ENSG00000040487	1	19638820	19655794	83	12	275488	-0.96841	0.83358	PQLC2
ENSG00000077549	1	19665267	19812066	518	21	275488	-0.52301	0.69952	CAPZB
ENSG00000270136	1	19923473	19984549	181	30	275488	-0.58284	0.72	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	77	13	275488	-0.56313	0.71333	MINOS1
ENSG00000158747	1	19967048	19984945	66	19	275488	-0.16646	0.5661	NBL1
ENSG00000158748	1	19991780	20006055	43	8	275488	1.1856	0.11789	HTR6
ENSG00000162542	1	20008706	20126438	405	54	275488	0.99516	0.15983	TMCO4
ENSG00000178828	1	20140523	20141771	6	4	275488	0.70624	0.24002	RNF186
ENSG00000169914	1	20209006	20239438	75	14	275488	0.66342	0.25353	OTUD3
ENSG00000188784	1	20246502	20250110	17	5	275488	-0.62346	0.73351	PLA2G2E
ENSG00000188257	1	20301925	20306932	14	6	275488	-0.098789	0.53935	PLA2G2A
ENSG00000127472	1	20354672	20417683	205	24	275488	-1.748	0.95976	PLA2G5
ENSG00000117215	1	20438432	20446050	24	9	275488	0.82378	0.20503	PLA2G2D
ENSG00000158786	1	20465819	20476879	26	12	275488	-1.3381	0.90957	PLA2G2F
ENSG00000187980	1	20487746	20503917	52	11	275488	-1.7447	0.95948	PLA2G2C
ENSG00000162543	1	20512578	20522541	10	4	275488	0.83741	0.20118	UBXN10
ENSG00000158816	1	20617412	20681387	249	30	275488	0.055249	0.47797	VWA5B1
ENSG00000162545	1	20808884	20812713	4	2	275488	0.30476	0.38028	CAMK2N1
ENSG00000090432	1	20825943	20834654	24	8	275488	1.1043	0.13473	MUL1
ENSG00000183114	1	20878932	20881512	3	1	275488	1.2948	0.097692	FAM43B
ENSG00000158825	1	20915441	20945401	123	20	275488	0.70633	0.23999	CDA
ENSG00000158828	1	20959948	20978004	72	10	275488	0.67911	0.24853	PINK1
ENSG00000244038	1	20978270	20988000	30	6	275488	0.86674	0.19304	DDOST
ENSG00000117245	1	20990507	21044510	211	44	275488	2.6361	0.0041928	KIF17
ENSG00000189410	1	21046225	21059330	37	9	275488	1.4102	0.079243	SH2D5
ENSG00000127483	1	21069154	21113816	104	17	275488	1.7845	0.037169	HP1BP3
ENSG00000075151	1	21132963	21503377	728	27	275488	2.0649	0.019467	EIF4G3
ENSG00000117298	1	21543740	21671997	352	36	275488	1.8278	0.033786	ECE1
ENSG00000142794	1	21766621	21811498	148	14	275488	-0.6488	0.74177	NBPF3
ENSG00000162551	1	21835858	21904905	310	28	275488	0.3296	0.37085	ALPL
ENSG00000076864	1	21922708	21995801	273	37	275488	0.006322	0.49748	RAP1GAP
ENSG00000090686	1	22004791	22110099	339	29	275488	-0.30204	0.61869	USP48
ENSG00000187942	1	22138758	22151714	42	16	275488	-0.30697	0.62057	LDLRAD2
ENSG00000142798	1	22148738	22263790	363	34	275488	-0.2841	0.61183	HSPG2
ENSG00000219073	1	22303514	22325135	129	18	275488	0.38808	0.34898	CELA3B
ENSG00000142789	1	22328149	22339032	16	4	275488	0.37334	0.35445	CELA3A
ENSG00000070831	1	22379120	22419437	100	15	275488	-1.1226	0.8692	CDC42
ENSG00000162552	1	22443798	22470462	92	16	275488	-1.6591	0.95145	WNT4
ENSG00000184677	1	22778344	22857650	147	19	275488	-0.83375	0.79779	ZBTB40
ENSG00000070886	1	22890057	22930087	152	24	275488	-1.0936	0.86293	EPHA8
ENSG00000173372	1	22962999	22966101	6	3	275488	-1.2962	0.90255	C1QA
ENSG00000159189	1	22970123	22974603	22	4	275488	-2.1624	0.9847	C1QC
ENSG00000173369	1	22979255	22988031	25	5	275488	-1.1219	0.86904	C1QB
ENSG00000133216	1	23037332	23241818	463	54	275488	-1.3516	0.91174	EPHB2
ENSG00000215906	1	23279536	23291831	39	10	275488	-0.61081	0.72934	LACTBL1
ENSG00000227868	1	23337327	23342343	9	3	275488	-0.28935	0.61384	C1orf234
ENSG00000004487	1	23345941	23410182	82	11	275488	0.070319	0.47197	KDM1A
ENSG00000169641	1	23410516	23504301	175	20	275488	-1.0489	0.85289	LUZP1
ENSG00000179546	1	23516993	23521222	9	2	275488	-1.2066	0.88621	HTR1D
ENSG00000125944	1	23630264	23670829	35	6	275488	-0.47442	0.6824	HNRNPR
ENSG00000125945	1	23685941	23695935	27	5	275488	-0.57688	0.71799	ZNF436
ENSG00000249087	1	23695490	23698332	3	2	275488	-0.41059	0.65931	C1orf213
ENSG00000204219	1	23707554	23751233	123	19	275488	1.0013	0.15835	TCEA3
ENSG00000088280	1	23755056	23811061	120	15	275488	0.22115	0.41249	ASAP3
ENSG00000007968	1	23832922	23857712	50	7	275488	-0.026166	0.51044	E2F2
ENSG00000117318	1	23884409	23886285	9	4	275488	-0.91885	0.82091	ID3
ENSG00000197880	1	23907985	23967058	114	28	275488	-0.5175	0.6976	MDS2
ENSG00000142676	1	24018269	24022915	6	3	275488	0.59011	0.27756	RPL11
ENSG00000011007	1	24069645	24088549	19	8	275488	1.9935	0.023105	TCEB3
ENSG00000057757	1	24104895	24114722	8	4	275488	1.2418	0.10715	PITHD1
ENSG00000011009	1	24117460	24122029	3	1	275488	0.79192	0.2142	LYPLA2
ENSG00000117308	1	24122089	24127271	1	1	275488	1.0438	0.14828	GALE
ENSG00000117305	1	24128375	24165110	47	4	275488	0.68035	0.24814	HMGCL
ENSG00000179163	1	24171567	24194784	43	7	275488	1.7243	0.042326	FUCA1
ENSG00000188822	1	24197016	24285549	222	15	275488	1.7356	0.041316	CNR2
ENSG00000189266	1	24285599	24289952	6	2	275488	-0.78879	0.78488	PNRC2
ENSG00000188529	1	24291294	24307417	9	4	275488	-1.5112	0.93463	SRSF10
ENSG00000142661	1	24382525	24438665	183	21	275488	-1.8336	0.96665	MYOM3
ENSG00000142677	1	24446261	24469611	67	13	275488	0.93852	0.17399	IL22RA1
ENSG00000185436	1	24480647	24514449	133	19	275488	-0.81589	0.79272	IFNLR1
ENSG00000158055	1	24645812	24690972	95	20	275488	-1.4927	0.93224	GRHL3
ENSG00000001460	1	24683489	24743424	157	17	275488	-1.0122	0.84428	STPG1
ENSG00000001461	1	24742284	24799466	166	15	275488	-0.65874	0.74497	NIPAL3
ENSG00000117602	1	24829387	24867530	116	15	275488	-0.55854	0.71176	RCAN3
ENSG00000184454	1	24882602	24935819	224	29	275488	0.108	0.457	NCMAP
ENSG00000133226	1	24958207	24999758	46	9	275488	1.2884	0.098807	SRRM1
ENSG00000169504	1	25071848	25170815	100	13	275488	1.1892	0.11718	CLIC4
ENSG00000020633	1	25226002	25291612	128	27	275488	-0.21927	0.58678	RUNX3
ENSG00000117614	1	25549170	25558993	7	5	275488	-1.0367	0.85005	SYF2
ENSG00000117616	1	25568728	25664704	20	9	275488	-2.3966	0.99173	C1orf63
ENSG00000183726	1	25664408	25688852	28	7	275488	-2.2013	0.98614	TMEM50A
ENSG00000188672	1	25688740	25756683	87	6	275488	-2.0705	0.9808	RHCE
ENSG00000204178	1	25757388	25826700	104	5	275488	-1.5419	0.93845	TMEM57
ENSG00000157978	1	25870071	25895377	78	12	275488	-0.70448	0.75943	LDLRAP1
ENSG00000117643	1	25943959	26112698	285	25	275488	-0.25779	0.60172	MAN1C1
ENSG00000162430	1	26126667	26144713	43	5	275488	1.8723	0.03058	SEPN1
ENSG00000255054	1	26137961	26150235	33	4	275488	1.7727	0.038139	RP1-317E23.6
ENSG00000117640	1	26145131	26159432	33	3	275488	1.636	0.050925	MTFR1L
ENSG00000223474	1	26145212	26147288	6	3	275488	2.1352	0.016374	AL020996.1
ENSG00000127423	1	26158414	26185903	66	3	275488	1.5669	0.05857	AUNIP
ENSG00000182749	1	26187701	26197744	7	2	275488	0.0236	0.49059	PAQR7
